"","Location","Latitude","Longitude","Q","Quality","Width","Area","new_date"
"653","QF36",58.80331342,-111.528688,353.4220769,2,"118.678",498.4058533,2018-08-16 15:07:35
"654","QF37",58.79961382,-111.5327233,344.2479835,2.5,"97.822",510.6596375,2018-08-16 15:14:07
"655","QF37",58.7995764,-111.5326409,337.1734481,2.5,"97.561",519.5712891,2018-08-16 15:16:48
"656","QF38",58.79508499,-111.5350003,333.0698073,2.5,"115.887",455.2700195,2018-08-16 15:23:00
"657","QF38",58.79513552,-111.5350239,335.6709005,2.5,"115.207",455.1757813,2018-08-16 15:25:29
"658","QF39",58.79223352,-111.530621,335.7602383,2.5,"120.511",474.6134949,2018-08-16 15:31:05
"659","QF39",58.79221006,-111.5307367,336.1308474,3,"119.101",470.1342468,2018-08-16 15:33:40
"662","QF40",58.79430837,-111.5199836,350.7458724,3,"103.822",538.663147,2018-08-16 15:51:14
"663","QF40",58.79434211,-111.5198673,351.5056306,3,"102.485",547.90625,2018-08-16 15:56:41
"664","QF40",58.79450992,-111.5194636,338.0567094,3,"107.683",519.6315918,2018-08-16 15:59:04
"665","QF41",58.79632205,-111.5123159,328.36455,2,"115.27",463.3215332,2018-08-16 16:05:28
"666","QF41",58.79625802,-111.5124203,318.5278164,2,"124.16",517.3074341,2018-08-16 16:08:36
"667","QF42",58.79439092,-111.5052877,343.7455466,2,"132.467",520.6723022,2018-08-16 17:10:42
"668","QF42",58.79441274,-111.5051994,344.8953512,2,"135.518",512.6622314,2018-08-16 17:14:47
"670","QF43",58.79156863,-111.5015743,338.60028,2.5,"103.826",568.5256958,2018-08-16 17:21:28
"671","QF43",58.79142509,-111.5013406,335.3828571,2.5,"107.4",555.9459839,2018-08-16 17:23:41
"672","QF44",58.79191745,-111.491913,345.5490453,2,"106.382",529.9443359,2018-08-16 17:29:39
"673","QF44",58.79209659,-111.4914326,341.0453599,2,"115.965",545.2804565,2018-08-16 17:32:10
"674","QF45",58.79452572,-111.4862431,338.577312,2,"123.253",490.5233765,2018-08-16 17:38:51
"675","QF45",58.79477512,-111.4856248,344.5872342,2,"120.012",495.2804565,2018-08-16 17:42:05
"676","QF46",58.79622143,-111.4790499,348.844961,2,"124.281",481.2269287,2018-08-16 17:47:41
"678","QF46",58.79625552,-111.4791656,339.9828873,2,"124.718",467.2487793,2018-08-16 17:53:15
"679","RC1",58.91457917,-111.17825,1655.44222,2,"354.316",2926.544922,2018-08-17 10:32:02
"680","RC1",58.9145595,-111.1782877,1678.338827,3,"359.199",2926.544189,2018-08-17 10:37:49
"681","RC2",58.9007173,-111.1904278,1650.445777,2,"281.365",2715.407959,2018-08-17 10:53:25
"682","RC2",58.90137282,-111.1900459,1669.533633,3,"283.4",2751.047363,2018-08-17 10:58:32
"683","RC3",58.88850532,-111.19518,1631.065715,2,"206.997",3502.999512,2018-08-17 11:11:23
"684","RC3",58.88852619,-111.1954134,1566.634451,2,"203.359",3634.07666,2018-08-17 11:15:29
"685","RC4",58.88324474,-111.2161726,1698.636789,2.5,"281.129",2776.662109,2018-08-17 11:30:34
"686","RC4",58.88336849,-111.2152765,1685.778983,2.5,"283.228",2772.09082,2018-08-17 11:36:24
"687","RC5",58.87805679,-111.2395276,1630.450466,3,"267.322",2830.619141,2018-08-17 11:50:37
"689","RC6",58.8714618,-111.2521264,1645.236566,2,"301.57",2635.82959,2018-08-17 12:13:39
"690","RC6",58.87196201,-111.2514029,1700.386227,2.5,"315.991",2707.612793,2018-08-17 12:20:07
"691","RC7",58.86074036,-111.2575957,1642.350956,3,"373.512",2609.437988,2018-08-17 12:34:34
"692","RC7",58.86143725,-111.2575061,1657.673213,2,"362.365",2612.254639,2018-08-17 12:41:14
"694","RC8",58.85089245,-111.2626725,1644.738229,3,"340.752",2681.650635,2018-08-17 12:55:00
"696","RC8",58.85119205,-111.2623596,1642.551545,3,"334.803",2672.523926,2018-08-17 13:07:35
"697","RC8",58.85103697,-111.2624483,1630.090306,3,"334.795",2660.951172,2018-08-17 13:13:58
"699","RC9",58.84474848,-111.2660646,1726.575144,3,"319.696",2754.100342,2018-08-17 13:54:37
"700","RC9",58.84524252,-111.265681,1728.583524,2.5,"346.235",2731.770508,2018-08-17 13:59:26
"701","RC10",58.82104533,-111.2795333,1711.704201,2.5,"263.041",2713.827148,2018-08-17 14:16:19
"702","RC10",58.82124013,-111.2795573,1686.470157,2.5,"260.606",2686.206787,2018-08-17 14:21:16
"703","RC11",58.81110275,-111.2831065,1256.200065,2.5,"191.276",2236.937988,2018-08-17 14:32:45
"704","RC11",58.81105192,-111.2831998,1224.002252,2.5,"194.143",2216.311279,2018-08-17 14:36:47
"705","RC12",58.80619159,-111.2885345,513.3215545,3,"190.708",954.4016113,2018-08-17 14:45:51
"706","RC12",58.80633114,-111.2885229,508.7915535,2.5,"191.087",960.352417,2018-08-17 14:50:04
"707","RC12",58.79908084,-111.297328,498.5248695,2,"170.997",1157.509277,2018-08-17 14:59:28
"708","RC12",58.79895304,-111.2975762,517.2694709,2.5,"163.278",1157.242554,2018-08-17 15:03:31
"709","RC14",58.79035636,-111.2872022,524.5411633,3,"98.494",869.4829712,2018-08-17 15:14:47
"710","RC14",58.79034459,-111.2873111,529.1961114,2.5,"101.527",819.0424194,2018-08-17 15:16:58
"711","RC15",58.78283858,-111.2708898,513.8357131,3,"121.099",899.8331299,2018-08-17 15:26:00
"712","RC15",58.78272289,-111.2706221,501.0268935,2.5,"126.338",894.5670166,2018-08-17 15:28:35
"713","RC16",58.78390552,-111.2659157,352.4090834,3,"148.762",666.1793823,2018-08-17 15:37:51
"714","RC16",58.78420652,-111.2658017,351.4323445,2.5,"135.788",680.0942993,2018-08-17 15:40:33
"715","RC17",58.79103794,-111.2718134,740.1050228,2.5,"138.332",1434.078125,2018-08-17 15:50:36
"716","RC17",58.79108483,-111.2716104,750.5212488,2.5,"142.192",1409.911133,2018-08-17 15:53:07
"717","RC18",58.8010714,-111.2808908,780.0581221,3,"175.666",1750.142578,2018-08-17 16:03:32
"718","RC18",58.80100808,-111.2807717,777.7876665,2.5,"168.831",1644.519287,2018-08-17 16:06:29
"719","RC19",58.80266284,-111.2835623,40.20177472,2.5,"50.262",129.8536682,2018-08-17 16:12:19
"720","RC19",58.80267865,-111.2836651,40.98345724,2,"52.32",112.3299026,2018-08-17 16:13:45
"721","RC20",58.80400302,-111.2817314,742.8051782,2.5,"132.441",1470.18103,2018-08-17 16:17:28
"722","RC20",58.8039753,-111.2816219,783.3228924,2.5,"134.738",1489.055786,2018-08-17 16:20:36
"728","QF47",58.79062886,-111.4707437,341.5392016,2,"85.246",741.5098877,2018-08-20 11:47:38
"731","QF47",58.79059138,-111.4708936,352.3684393,2,"85.718",753.6622314,2018-08-20 11:52:54
"732","QF47",58.79054035,-111.4706711,352.1418784,2,"86.098",750.2832031,2018-08-20 11:54:55
"733","QF48",58.78802162,-111.4615132,339.6085884,2,"99.447",558.5893555,2018-08-20 12:01:34
"734","QF48",58.78781192,-111.461189,372.2820218,3,"99.478",642.6925049,2018-08-20 12:04:52
"736","QF48",58.78787135,-111.4611647,362.6812222,2.5,"103.107",628.9423218,2018-08-20 12:09:19
"738","QF49",58.78446962,-111.4525275,343.5775873,2,"118.972",530.9033203,2018-08-20 12:18:56
"739","QF49",58.78438831,-111.45254,366.2250625,2,"120.221",544.8077393,2018-08-20 12:22:07
"741","QF50",58.77861985,-111.4465588,363.0899057,3,"119.438",550.0968628,2018-08-20 12:33:47
"743","QF50",58.77845462,-111.446325,364.123106,2,"115.543",535.315918,2018-08-20 12:39:42
"744","QF50",58.77840798,-111.4464634,354.0235284,2.5,"119.738",529.4694824,2018-08-20 12:42:32
"745","QF51",58.77351499,-111.4418738,381.1082385,3,"106.929",601.6413574,2018-08-20 12:49:19
"746","QF51",58.77345287,-111.4420028,362.8285058,2.5,"105.605",598.0413818,2018-08-20 12:51:52
"747","QF52",58.77184803,-111.4326406,374.9273297,2,"103.601",563.5143433,2018-08-20 12:59:25
"748","QF52",58.77190318,-111.4322949,373.0571441,2.5,"106.28",545.6676636,2018-08-20 13:01:56
"749","QF53",58.77087492,-111.4246181,355.8373026,3,"83.896",561.0941162,2018-08-20 13:08:29
"750","QF53",58.77083234,-111.4247113,370.9838681,2.5,"74.953",553.5812988,2018-08-20 13:10:32
"751","QF54",58.76772045,-111.4222553,363.3366267,2.5,"105.666",553.5214233,2018-08-20 13:15:19
"752","QF54",58.76770534,-111.4224639,363.5200298,3,"102.426",532.8328247,2018-08-20 13:17:50
"753","QF55",58.76489655,-111.4146387,370.3012492,2,"95.229",550.9436035,2018-08-20 13:25:07
"754","QF55",58.76478941,-111.4143319,369.8388008,2,"104.9",559.0518799,2018-08-20 13:27:58
"755","QF56",58.75614549,-111.3993591,365.8840115,2.5,"112.905",588.1320801,2018-08-20 13:40:55
"756","QF56",58.75597381,-111.399403,355.8379054,2.5,"116.199",587.2960815,2018-08-20 13:43:43
"757","QF57",58.75183552,-111.4001237,365.3217988,2.5,"106.101",587.2196045,2018-08-20 13:51:28
"758","QF57",58.75184419,-111.4000681,377.1749758,2.5,"105.146",596.7995605,2018-08-20 13:54:30
"759","QF58",58.75137973,-111.4104632,374.5922093,2.5,"104.805",518.6795654,2018-08-20 14:03:29
"760","QF58",58.75142884,-111.4101517,366.8994733,3,"111.656",544.7022095,2018-08-20 14:06:15
"761","QF59",58.75047337,-111.4187309,366.1339955,3,"107.275",541.3583984,2018-08-20 14:12:54
"762","QF59",58.75056244,-111.4185986,371.7473989,2.5,"108.632",538.6407471,2018-08-20 14:15:20
"763","QF60",58.74708784,-111.4193672,376.789037,3,"104.599",577.0167236,2018-08-20 14:20:17
"764","QF60",58.74694874,-111.4193497,356.5048693,2.5,"104.926",573.6650391,2018-08-20 14:22:47
"765","QF61",58.74365494,-111.4144597,381.9859622,2.5,"122.495",562.8262939,2018-08-20 14:28:52
"766","QF61",58.74348622,-111.4141935,380.4084258,2.5,"130.706",562.6283569,2018-08-20 14:31:36
"768","QF62",58.73872473,-111.4094902,367.7435644,2,"111.675",586.590332,2018-08-20 14:42:38
"769","QF63",58.73439789,-111.4155414,372.3704456,2.5,"96.368",542.3122559,2018-08-20 14:49:15
"770","QF63",58.73449424,-111.4153935,388.3764741,3,"96.909",569.0635376,2018-08-20 14:51:26
"771","QF64",58.73037042,-111.418554,368.9900841,2.5,"105.118",558.1965332,2018-08-20 15:03:51
"772","QF64",58.73028326,-111.4185627,370.3194859,3,"111.496",565.1842041,2018-08-20 15:06:19
"773","QF65",58.72572133,-111.4185593,367.4085249,3,"96.242",555.5291138,2018-08-20 15:13:50
"774","QF65",58.72570941,-111.4185184,372.526727,2,"98.727",564.711792,2018-08-20 15:16:39
"777","QF67",58.71486849,-111.4192497,367.3627233,3,"95.062",579.7098999,2018-08-20 15:34:01
"778","QF67",58.71468432,-111.4191304,362.5392295,2.5,"97.766",582.5935669,2018-08-20 15:36:25
"780","QF68",58.71167866,-111.4114547,368.9587119,2.5,"105.389",549.7244263,2018-08-20 15:45:39
"781","QF69",58.70830036,-111.4090886,354.211638,3,"102.548",595.2064209,2018-08-20 15:51:05
"782","QF69",58.70829412,-111.4091523,360.9406022,3,"104.955",602.4492188,2018-08-20 15:53:49
"785","QF71",58.70548486,-111.3988425,360.3012333,2.5,"127.404",574.1461792,2018-08-20 16:11:25
"786","QF71",58.70568169,-111.3984007,366.9659109,3,"141.788",598.9243164,2018-08-20 16:14:53
"787","QF72",58.70569256,-111.3918841,361.6671819,2,"129.623",605.1879272,2018-08-20 16:22:46
"789","QF72",58.70573967,-111.3921941,361.5789503,3,"127.456",603.7786865,2018-08-20 16:27:15
"790","QF73",58.70099165,-111.3916038,374.2339735,2,"120.157",579.0454102,2018-08-20 16:34:42
"791","QF73",58.70097016,-111.3916388,369.2530387,3,"122.131",582.9391479,2018-08-20 16:37:10
"792","QF_74",58.69471777,-111.3887319,362.1641983,2.5,"100.547",547.6787109,2018-08-20 16:44:49
"793","QF_74",58.69476298,-111.3887914,365.9573972,2,"107.123",557.4043579,2018-08-20 16:47:07
"794","QF_75",58.68722999,-111.382872,364.2292454,2,"104.955",563.4182739,2018-08-20 16:56:08
"795","QF_75",58.68721078,-111.3829827,360.465255,3,"106.015",565.8665771,2018-08-20 16:58:40
"796","QF_76",58.68242209,-111.3798573,344.829376,2.5,"81.388",577.6755371,2018-08-20 17:04:46
"797","QF_76",58.68236866,-111.3799036,363.6344256,2.5,"91.726",604.4458618,2018-08-20 17:06:54
"798","QF_77",58.68124931,-111.3724618,365.9749075,2.5,"107.36",534.2792358,2018-08-20 17:12:32
"799","QF_77",58.68122855,-111.3722919,357.0695,3,"105.889",534.3085938,2018-08-20 17:14:50
"800","MC_100",58.48015545,-111.4832366,106.3625868,2,"73.251",351.9277344,2018-08-21 11:17:11
"801","MC_100",58.4801771,-111.4832043,107.8596559,2,"73.697",336.4308777,2018-08-21 11:19:10
"802","EM_100",58.47807081,-111.4808596,159.4821442,2.5,"124.865",344.2258301,2018-08-21 11:27:33
"803","EM_100",58.47810108,-111.4807999,144.5292869,2,"119.579",343.511261,2018-08-21 11:30:30
"804","EM_100",58.47806556,-111.4808634,155.2092737,2,"126.481",343.0708923,2018-08-21 11:36:30
"805","EM_100",58.47822148,-111.4807325,154.1173375,2.5,"124.618",348.2678833,2018-08-21 11:39:22
"806","EM_101",58.47922667,-111.474819,52.71411509,3,"69.32",128.8453369,2018-08-21 11:45:25
"807","EM_101",58.47929063,-111.4747948,49.50367126,2.5,"76.04",125.9555359,2018-08-21 11:47:41
"808","MC_101",58.54448977,-111.4941272,110.7550215,2,"67.047",204.9878387,2018-08-21 15:47:41
"809","MC_101",58.54440912,-111.4942554,104.3544868,2.5,"68.678",209.7483368,2018-08-21 15:49:56
"810","MC_102",58.59533019,-111.4673585,94.62975891,2.5,"65.049",236.3137054,2018-08-21 16:53:15
"811","MC_102",58.59527255,-111.4673498,105.8947677,2.5,"72.224",239.7378693,2018-08-21 16:55:13
"812","MC_103",58.58724299,-111.4748216,103.3273073,2,"45.562",224.7991333,2018-08-21 17:09:09
"813","MC_103",58.58725568,-111.4749345,109.0963784,2.5,"45.665",227.8438416,2018-08-21 17:10:47
"815","MC_104",58.57958819,-111.4913477,105.9264405,2,"70.269",239.4430237,2018-08-21 17:27:01
"816","MC_105",58.56755124,-111.4993127,107.1846674,2.5,"56.576",243.2175751,2018-08-21 17:44:36
"817","MC_105",58.56761099,-111.4993758,103.7387257,2.5,"53.226",249.8579865,2018-08-21 17:46:13
"818","QF78",58.64011952,-111.3989257,56.39252381,2,"63.078",201.422348,2018-08-26 11:15:40
"819","QF78",58.64022693,-111.3988782,56.59043383,2,"58.956",207.4097137,2018-08-26 11:17:35
"821","QF79",58.63658684,-111.3920512,18.06187022,2,"35.454",77.23399353,2018-08-26 11:31:15
"822","QF79",58.63659169,-111.3920865,18.05105781,2.5,"35.347",78.17596436,2018-08-26 11:32:43
"823","QF80",58.63657068,-111.3909686,3.043253997,2,"21.631",31.41114998,2018-08-26 11:35:45
"824","QF80",58.63656648,-111.3910034,2.103665075,2,"20.653",30.25873184,2018-08-26 11:37:19
"825","QF81",58.63866665,-111.3897396,18.95014685,2,"32.477",84.63417816,2018-08-26 11:41:16
"826","QF81",58.63865361,-111.3897033,20.71349515,3,"32.065",87.03903961,2018-08-26 11:42:34
"827","QF82",58.64123508,-111.3830954,68.62575881,2.5,"63.484",233.9316101,2018-08-26 11:47:52
"828","QF82",58.64131174,-111.3830488,68.65501063,2.5,"60.744",232.3368835,2018-08-26 11:49:46
"830","QF83",58.64599571,-111.3598095,67.66698997,2.5,"56.714",255.1308136,2018-08-26 12:05:16
"831","QF83",58.64594767,-111.3597428,65.82506101,2,"59.859",259.0500488,2018-08-26 12:07:05
"832","QF84",58.65060029,-111.3205112,67.15203747,2.5,"60.466",247.8543091,2018-08-26 12:24:48
"833","QF84",58.65056138,-111.3204728,60.291289,2,"59.057",242.7937164,2018-08-26 12:26:48
"834","QF85",58.64928651,-111.3163203,46.23402949,2,"76.127",214.8738403,2018-08-26 12:32:20
"835","QF85",58.64931892,-111.3166,42.43102222,2,"77.871",210.0520935,2018-08-26 12:34:36
"836","QF86",58.64078654,-111.335627,15.72795476,2.5,"40.935",103.5776825,2018-08-26 12:45:56
"837","QF86",58.64080585,-111.3356704,15.96831369,2,"40.688",101.3049622,2018-08-26 12:47:44
"838","QF87",58.6408285,-111.3335771,29.69872603,2,"43.371",133.1856537,2018-08-26 12:51:03
"839","QF87",58.64079437,-111.3336762,26.16222593,2,"45.29",137.2705688,2018-08-26 12:52:28
"840","QF88",58.65044133,-111.3127945,91.49899543,2,"129.812",574.6311646,2018-08-26 13:10:37
"841","QF88",58.65037386,-111.3128195,105.2804887,2,"131.239",553.2634888,2018-08-26 13:13:47
"842","QF89",58.65374339,-111.298559,377.9453879,2.5,"108.11",559.3717651,2018-08-26 13:48:01
"843","QF89",58.65369854,-111.2986638,390.4517351,2,"112.609",557.1998291,2018-08-26 13:50:31
"845","QF90",58.65065605,-111.2868401,303.5427319,2.5,"153.919",565.9450073,2018-08-26 14:26:03
"846","QF90",58.65061481,-111.2871698,315.3791434,2.5,"146.468",562.2539063,2018-08-26 14:29:02
"847","QF91",58.6710877,-111.2417106,320.1172836,2.5,"186.864",706.4318237,2018-08-26 14:45:22
"848","QF91",58.6709089,-111.2420389,319.5970388,2.5,"157.316",611.888855,2018-08-26 14:49:31
"849","QF92",58.68615754,-111.2001257,336.1767523,2,"176.365",618.1381226,2018-08-26 15:07:20
"850","QF92",58.68609838,-111.2005277,331.6400259,2.5,"166.309",615.5907593,2018-08-26 15:11:35
"856","CP2",58.90539487,-111.4108948,69.85723466,2,"105.851",351.7597046,2018-08-18 11:45:10
"857","CP2",58.90564413,-111.4112618,71.27324213,2,"101.617",347.5599365,2018-08-18 11:48:05
"858","CP2",58.90553364,-111.4112742,70.08197298,2,"106.755",369.7221069,2018-08-18 11:50:14
"860","CP4",58.88627044,-111.3726269,75.89377184,2,"91.562",301.8085938,2018-08-18 12:24:30
"861","CP4",58.88635329,-111.3727805,84.40524146,3,"90.282",307.3262024,2018-08-18 12:26:41
"863","CP4",58.88622335,-111.3726738,71.11953232,2,"88.947",302.4714355,2018-08-18 12:30:18
"864","CP4",58.8862735,-111.372722,79.01006119,3,"88.307",301.5395203,2018-08-18 12:32:10
"865","CP5",58.8744763,-111.3335936,87.29673994,2.5,"123.595",354.3122559,2018-08-18 12:56:07
"866","CP5",58.87469143,-111.333785,80.77839059,2,"109.611",311.7364197,2018-08-18 12:58:46
"867","CP6",58.86686562,-111.3332856,85.38296845,2,"124.51",319.0970764,2018-08-18 13:09:20
"868","CP6",58.86689055,-111.3334133,88.49916709,2,"130.078",331.3381958,2018-08-18 13:12:15
"869","CP7",58.8587413,-111.3226551,95.6481296,2,"135.053",293.3514709,2018-08-18 13:23:46
"870","CP7",58.85864867,-111.322768,90.11889716,2,"134.612",287.5805664,2018-08-18 13:26:44
"872","CP8",58.86352718,-111.3308342,88.21833058,2,"107.145",287.7811279,2018-08-18 13:37:40
"874","CP9",58.87263867,-111.3330903,91.89105345,2.5,"147.706",264.7359619,2018-08-18 13:50:13
"875","CP9",58.87279519,-111.333315,95.43680753,2,"143.785",271.0531006,2018-08-18 13:53:33
"876","CP10",58.89640831,-111.3940191,90.36682726,2,"99.559",320.9267883,2018-08-18 15:30:46
"877","CP10",58.89639819,-111.3942047,96.20672037,2,"92.952",331.7261963,2018-08-18 15:33:06
"880","CP11",58.89233452,-111.3865394,93.84455632,2,"91.155",342.2028809,2018-08-18 15:48:03
"881","CP12",58.88744609,-111.374236,97.1621304,2,"81.354",345.9612122,2018-08-18 15:56:14
"883","CP12",58.8874075,-111.3740386,90.70731295,2,"83.667",351.0442505,2018-08-18 16:00:20
"884","CP12",58.88751586,-111.3745034,95.65141813,2,"78.85",356.8290405,2018-08-18 16:02:26
"886","CP13",58.88094598,-111.3664195,92.14699373,2,"76.967",326.271637,2018-08-18 16:12:07
"887","CP13",58.88099937,-111.3664169,97.8539872,2,"84.193",339.8242493,2018-08-18 16:14:21
"888","CP13",58.88095037,-111.3664895,94.2384204,2,"89.925",354.7988892,2018-08-18 16:16:15
"889","CP14",58.87932632,-111.3481687,89.54617634,2,"90.935",398.4438782,2018-08-18 16:27:56
"890","CP14",58.87912387,-111.3479379,86.38821588,2,"99.728",379.2497864,2018-08-18 16:30:04
"891","CP15",58.87783022,-111.3390993,83.44923945,2,"116.469",311.047821,2018-08-18 16:36:23
"892","CP15",58.87787694,-111.339492,85.03519268,2,"110.6",309.0692749,2018-08-18 16:39:07
"893","CP16",58.87055918,-111.333414,78.65342056,2,"135.269",286.9841614,2018-08-18 16:49:28
"894","CP16",58.87063382,-111.333512,82.61481373,2,"133.125",287.6088562,2018-08-18 16:52:21
"895","CP17",58.85484049,-111.3107809,75.53520062,2,"88.116",273.6482544,2018-08-18 17:12:05
"896","CP17",58.85496525,-111.3108562,75.43449693,2,"94.077",276.8682556,2018-08-18 17:14:12
"897","CP18",58.85825093,-111.2999428,76.791678,2,"97.94",268.5136108,2018-08-18 17:22:16
"898","CP18",58.85834263,-111.2993872,76.32323855,2,"104.175",263.7829895,2018-08-18 17:25:00
"899","CP19",58.8605051,-111.2895122,78.14498944,2,"101.512",245.9131775,2018-08-18 17:31:19
"900","CP19",58.86032844,-111.2893159,79.56747004,2,"114.321",277.1150513,2018-08-18 17:33:25
"901","CP20",58.86097192,-111.2777493,85.27918284,3,"92.842",225.7823029,2018-08-18 17:42:06
"902","CP20",58.86095713,-111.2776948,88.66891915,2.5,"95.626",244.6678467,2018-08-18 17:44:13
"903","CP21",58.85617865,-111.2705793,81.3806258,2,"111.694",256.0280762,2018-08-18 17:52:21
"904","CP21",58.85622822,-111.2706656,82.52303698,2,"112.902",253.2067261,2018-08-18 17:54:53
"905","CP22",58.85123031,-111.2695892,84.40407315,2,"132.035",244.450058,2018-08-18 18:01:25
"906","CP22",58.85130025,-111.2700098,76.79760875,2,"125.445",276.6654663,2018-08-18 18:04:38
